ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
H041_1	21.1293158413666	-0.755113902809939	0.418712778908036	-1.80341738023665	0.0713226900854761	0.257617053430432
H041_10	695.025383478432	-0.128732592176832	0.194813490981814	-0.660799165027276	0.508741118362582	0.74623665663955
H041_100	4803.44192739722	-0.0510053500060878	0.164334634657452	-0.310374925604733	0.756275859738934	0.888613287863074
H041_1000	234.145989103372	-0.152892688309234	0.304604230183358	-0.501938821457599	0.615710556184684	0.816173260230824
H041_1001	109.86644051034	-0.172979410126616	0.272492035343322	-0.634805380306524	0.525555353825784	0.761555547483771
H041_1002	465.96863449732	0.143905749744039	0.217524074406025	0.661562404699298	0.508251708296747	0.746164515119526
H041_1003	195.234888735832	-0.251204159908657	0.308924378443447	-0.813157450293756	0.416127791346019	0.677448105466333
H041_1004	850.976787419393	0.0302734239565321	0.153159778915473	0.197659099346439	0.843311792280225	0.931052587919085
H041_1005	206.183113427749	0.00888001712829235	0.264097874845837	0.0336239628337635	0.9731770134917	0.986178388733796
H041_1006	2884.6350420446	0.202826301190637	0.182265701124155	1.11280564549265	0.265791910245988	0.53262410194108
H041_1007	1322.03572317206	0.0918967223031226	0.309661938003653	0.296764668255866	0.766646181552005	0.895987756184804
H041_1008	2812.68292652107	0.184338274544557	0.104328219930988	1.76690711934407	0.0772437845378686	0.266171012364505
H041_1009	10626.8527979582	0.807531961981824	0.314783985866593	2.56535274422779	0.0103070961167648	0.0738910744044858
H041_101	896.464295103449	-0.110186629118255	0.236693563469661	-0.465524400000759	0.641555967685173	0.829629410686012
H041_1010	2551.07854730948	0.0166846199666514	0.212114533066504	0.0786585422764043	0.937304221732552	0.967937785310388
H041_1011	2377.52819701274	0.20523840239727	0.188530360455029	1.08862255342808	0.27632036693241	0.544488466998564
H041_1012	451.974179331349	0.236508629384171	0.261490769008194	0.904462632777524	0.365750139859115	0.636891792106979
H041_1013	4298.99416929827	0.573408885058007	0.223351570671396	2.56729282598881	0.0102496016564535	0.0738910744044858
H041_1014	561.101578127233	0.0092136131533004	0.249513277619056	0.0369263441257314	0.970543734493078	0.98574998248357
H041_1015	293.987518450612	-0.498241457453039	0.227485577790928	-2.19021118741405	0.028508924262112	0.140351627136551
H041_1016	689.528234263828	-0.414659173336832	0.19340000622427	-2.14404943118764	0.0320289262890313	0.150103526407177
H041_1017	2043.7324672628	-0.0838271311825449	0.182655683669314	-0.45893524635296	0.646280667041385	0.832097595874424
H041_1018	67.1404324561828	-0.037651091719454	0.328872560986653	-0.114485354468298	0.9088530555037	0.955927874205601
H041_1019	2968.84082231164	0.0352851824886639	0.143286632240231	0.246255927276632	0.805484124472026	0.913125576472373
H041_102	559.17800354817	-0.163530006184767	0.19100731262079	-0.856145264497942	0.391917434058655	0.662796783610343
H041_1020	1611.40863527602	0.197991655482865	0.137434071956903	1.44063006111725	0.149689223073668	0.383681332264885
H041_1021	1256.06887558068	0.292469498401502	0.187392820939372	1.56072947157418	0.118587594476449	0.335916173565376
H041_1022	2536.69216080777	0.439541209394235	0.201706136754009	2.1791166915773	0.0293230005861793	0.143289186957727
H041_1023	235.462425709387	0.39532569478504	0.223902140016433	1.76561820604316	0.0774599235201393	0.266171012364505
H041_1024	258.727167737117	-0.120427234828374	0.27766022239772	-0.433721596087589	0.66449062219304	0.839529175972453
H041_1025	501.232532527448	-0.318276870725539	0.33872642590623	-0.939628108063962	0.347408353231833	0.622477959246539
H041_1026	257.421111235415	-0.251782097108604	0.189146542366221	-1.33114829358662	0.183140221024859	0.429634791132773
H041_1027	37.2198465217588	-0.524335787379228	0.407218337996725	-1.28760357394181	0.197883994619774	0.448303563032409
H041_1028	70.4167051266816	-0.704345653507275	0.296389070877609	-2.37642248893222	0.0174814337959004	0.104378939982519
H041_1029	55.5182084122328	-0.825950529228259	0.315957129038745	-2.61412214923302	0.00894570479244222	0.0661400845304031
H041_103	2423.33911091572	-0.0181938865556101	0.143751141498196	-0.126565162307518	0.899284571594787	0.953772554441287
H041_1030	62.81075297987	-0.650520353078052	0.288989775875915	-2.25101511327296	0.0243845801705615	0.128459470917092
H041_1031	261.280414270496	-0.490735924441367	0.223731337671277	-2.19341612824214	0.0282774113548414	0.139547321577627
H041_1032	259.263619476067	-0.635026507118161	0.215580204911407	-2.94566241542968	0.00322263908764448	0.030275068126128
H041_1033	881.330241049205	-0.356333793005005	0.142020477666343	-2.50903108382835	0.0121062830752318	0.0812907138953272
H041_1034	7113.82637515807	-0.166252220013302	0.115120770005054	-1.44415486454793	0.148695417937237	0.383681332264885
H041_1035	2886.45767366457	-0.270347136533874	0.213835808448715	-1.26427439115611	0.206131557940514	0.457335820479164
H041_1036	6231.04388784938	0.307543723595712	0.158306784219913	1.9427071626222	0.0520515503255523	0.207396060441111
H041_1037	409.764970577531	0.548179504038196	0.280964500230776	1.95106322538235	0.0510495251371046	0.204912892034096
H041_1038	68.928778044808	-0.342711761516788	0.343766302663001	-0.996932389422572	0.318797328768564	0.5925071504928
H041_1039	35.7766613844194	-0.396783217318173	0.503656256800383	-0.787805595504459	0.430810427586026	0.689835618214372
H041_104	1849.22898681987	-0.0507657822497283	0.157457566067131	-0.322409291072648	0.747142646461246	0.882947570659337
H041_1040	660.783196919759	-0.751383585640927	0.27101456565402	-2.77248414242115	0.00556302297816656	0.0463132969889639
H041_1041	155.363820867807	-1.06765156179387	0.431315530132831	-2.47533762919473	0.013311027285207	0.0867384505474059
H041_1042	5569.39018974583	-0.491743192382726	0.224094128848972	-2.19435999911508	0.028209539208089	0.139547321577627
