"D55_H041_T1_20190110"	"D55_H041_T1_20180201"	"D60_H041_T1_20180208"	"D6_H041_T1_20180131"	"D55_PMN_H041_T0_20180201"	"D55_PMN_H041_T0_20190110"	"D60_PMN_H041_T0_20180208"	"D60_PMN_H041_T0_20181212"	"D6_PMN_H041_T0_20180131"	"D55_PMN_H041_T1_20180201"	"D55_PMN_H041_T1_20190110"	"D60_PMN_H041_T1_20181212"	"D6_PMN_H041_T1_20180131"
"H041_1035"	12.4311951923126	11.9274087961332	12.1732551493804	11.8652860700735	10.9635279409805	11.1924338488397	10.9563022564038	11.5311983994685	11.5353566611782	10.490329355976	11.1641437428719	11.1830648577141	10.9585466856953
"H041_1036"	12.4064050416487	12.5101084736774	12.2142997697464	12.717000105556	12.6731292066811	12.4945583683057	12.3929070222206	12.6226205741551	12.4462706123322	12.5348557101449	12.895382454635	13.0814489221085	12.7758024975799
"H041_1037"	8.17245279682641	8.79739844429618	8.20603100969774	9.0307432572668	9.06933201630183	8.77210377819619	8.53551855264764	8.41309232970642	8.36859954818827	8.4695706457374	9.38152165455214	9.42156320831781	9.18754482416756
"H041_1038"	6.37701002090659	6.99251815283272	6.60843735044872	6.32808355147626	6.57739970904639	6.69236735235202	6.94853290664716	6.64076745733557	7.34200551337655	7.10466235178354	6.44035590202334	6.38727739405679	6.71074632362468
"H041_1039"	5.79217971998316	6.46565573454968	5.87386936884208	6.3358120171889	6.69501949347914	5.787365932742	6.45297242884407	5.5880912744382	6.1194695407901	6.22437721625255	5.61993653325043	5.6914050271617	6.66633060724764
"H041_104"	11.0031264691413	10.7269536574916	10.9231161932395	11.0234420603293	11.1142774916348	10.6358792435093	10.8190179194523	11.169638716605	10.6497215228843	10.7572117408188	10.7814565894299	10.8550738579569	10.9250535332754
"H041_1040"	8.32108761992189	7.71209003543044	8.21562336679446	7.21755909246788	9.80110507219725	10.1280493763617	10.0079481299958	9.87465957848371	10.5408977395521	9.42210353707912	9.39103004522143	9.21568252776143	9.50442207440539
"H041_1041"	7.3404406995169	6.82397078114908	7.83842635200573	6.48811732822293	7.56856704405137	8.07023276170316	8.75945422500239	7.00056637694166	8.385003766113	7.35695242081236	7.2209214651546	6.86846037653706	7.24516763991042
"H041_1042"	11.3624393609647	11.1564726674528	11.5299719892563	10.4636418707423	12.6083488036059	13.1908896497459	13.0748489556506	12.7916202559192	13.1900511980952	12.2794766660452	12.6798107096231	12.4467691003147	12.5232191314872
"H041_1043"	10.6556227373969	10.0014051552762	10.1752088096253	10.2694518879539	10.5118095350117	10.5303711545109	10.3870338854349	10.709705331093	10.5299171776692	10.6570733063515	10.4529513392389	10.5050873991139	10.6413715800825
"H041_1044"	8.67057694789904	7.57302187084057	8.22198266913452	8.01962852554403	7.20461359498137	7.78064227462835	7.55633591602037	6.68940037755011	6.84154877299706	7.46780295141355	7.66416904891685	6.84376577701141	6.62037351005858
"H041_1045"	9.38274882401342	8.007736678204	8.37241150047159	8.30065911564262	8.550961215432	8.96864215044789	8.62240101802448	8.80433645444398	7.72667724440561	8.43402679124435	8.83497926552957	8.77474065684597	8.1021056292672
"H041_1046"	9.70050388373596	9.50594163073318	9.37212254620513	9.56566731099237	9.82597113330675	9.47264024474828	9.46755348071848	9.81118368291437	9.52222877577028	9.25945650065098	9.18415212560796	9.34270785811254	9.29644481390231
"H041_1047"	11.6683955550445	11.7298151874208	12.0430588568249	11.9368985709509	11.143613930104	11.0407867548621	11.2419191616566	11.2370910838515	11.2180249244074	11.3860808722553	11.1861375238292	11.3056471576874	11.5004466789617
"H041_1048"	11.2647951838768	11.1980270166126	11.5006681660622	11.2104167517698	10.6539417907215	10.2987273417853	10.4469111350992	11.5000001007468	10.6897364573242	10.7995793650521	10.57189346488	10.9740347078018	10.9318146723751
"H041_1049"	12.496868943752	12.5505238310767	12.8385907625868	12.7358389328188	12.1540697148168	11.8909467250321	11.9029339607258	12.7213013681565	12.2851311152514	12.2196330046412	12.375334627722	12.6057037427371	12.405112118036
"H041_105"	9.18165522248617	8.7929680355248	8.98011768432491	9.07560052427225	9.81979472593327	9.98279678838464	9.89372003050096	10.2610110183079	9.68293965442709	9.40389518152767	9.69977383267428	10.099870072507	9.71777886485315
"H041_1050"	5.81059337930228	6.32910778021367	6.10661418912603	5.89524780216004	6.37832705070997	6.08384416777954	6.53303639325445	5.86936117589367	6.37694908651061	6.60938638997871	6.24461890014314	6.31468913601425	6.83576161691157
"H041_1051"	5.12225187768024	5.07265563076113	5.29459309013251	4.95301284465588	5.00690741471157	5.21793680834881	5.40581882413912	5.04410253677408	4.88808937117233	5.65641700293171	5.23303612709	4.69946673412004	4.93782383960488
"H041_1052"	5.12225187768024	5.37845413781924	5.29459309013251	5.07704921347754	5.69765961946881	5.5052752163385	5.87781378983758	5.62772316692689	5.66936332143477	5.0390526647662	5.31083066779058	5.2511035712315	5.4655306423251
"H041_1053"	6.36563145111453	6.72626920879617	6.7522622986147	6.23141442678337	7.23332939035986	6.79152656924668	7.26619232043456	7.25379014407088	7.1604267824277	6.85211504961549	5.93596261272012	6.33323125894362	6.62037351005858
"H041_1054"	5.77344683032224	6.1906383768011	5.92785678337393	6.16249541427267	7.0833883401655	6.37814385338015	6.75687183318709	6.94905469194956	6.82511641795415	6.85211504961549	6.01184230899352	5.9720570258431	6.91308888331225
"H041_1055"	5.26570053569805	5.14062504107805	5.18648640947349	5.49439236213383	5.00690741471157	5.09266301539341	5.07010107890299	5.30680411496826	4.99818040763593	4.39168924540194	5.04701955953343	5.00381036759818	5.32682361478398
"H041_1056"	13.1642929953778	13.3880612299763	13.1031024253638	13.6678565578772	12.0445128051345	12.1260459781257	12.2239532799218	12.6906614360112	12.9029262953532	12.7254441026189	12.8735251639694	12.9320800012829	13.0632862538373
"H041_1057"	13.057920926146	13.1247254930078	12.986572258717	13.3530471658974	11.5896744663972	11.7616863286398	12.0774364044742	12.4890154856312	12.7349016359873	12.2543140543553	12.5833278824566	12.5560256932772	12.4938252150333
"H041_1058"	8.56015875486817	8.8822105615002	9.08814338610191	8.88095544252741	8.79449924459295	9.17978305388992	9.61908712778531	9.46601953618467	9.46184350534408	9.37614350744309	9.11695596182558	9.16590542361716	9.56949894762151
"H041_1059"	13.1777681346014	13.5105697507091	13.3329573814433	13.2325703785237	13.1137687524119	12.8584529808105	13.374309960216	13.6013177991365	13.7474117474779	13.3626309922398	13.2798175237201	13.4713821525481	13.6133217080034
"H041_106"	12.5698667310138	13.6161527521764	12.6083067500427	13.8653636337323	12.7583091700668	12.6011957744837	12.4087631169224	12.4029442244234	12.4161131751238	12.5275229755889	13.5236735099267	13.6185570922723	12.7441458148503
"H041_1060"	13.2202280481061	13.0321695623566	13.0801019215573	13.3267979754704	12.4110010261452	12.2758829234826	12.2021992120682	13.5002914847872	13.1341600755968	12.7828817306791	12.7907225065982	13.0993734451386	13.0770736920038
"H041_1061"	14.0871034549901	14.325563091689	14.5707878202243	14.3492093042668	14.1322366654676	13.5368360712933	13.8432687132053	14.6688712018466	14.5213938669676	14.4150158364366	14.1031956868913	14.4846762047559	14.7307541574164
"H041_1062"	13.7909708432234	14.3923552682179	14.3072358060169	14.4843948943026	12.9154634503409	12.1116200201668	12.4051747313755	12.957607224942	13.2511176874603	13.5229252727206	13.2251035841121	13.4533638534597	14.0766248720674
"H041_1063"	9.80673431285103	9.91907740569932	10.4240140084166	10.1817108952623	9.44151899546858	8.63541661563828	9.03913275267425	9.10003989287111	9.19126270768613	9.72308101228517	9.48281252176818	9.15136127919442	10.2913854304708
"H041_1064"	11.2597710263229	10.9258160749792	11.22355984724	11.2148186112756	11.4341911139996	10.6622182538971	10.9993058942027	11.3083770220096	11.1270497345971	11.7233574537168	10.9004251705154	11.1860371791447	11.8678251406961
"H041_1065"	12.7326949707871	13.2764147302975	13.3190049971519	13.1459744916654	12.7532567921705	12.5682002385781	12.8386886208817	12.8595182098561	12.8981909916168	13.0503463993588	12.8106200156737	12.9219541138629	13.0882112872989
"H041_1066"	8.27895289671097	8.94343756478981	9.69819416497806	8.80887541441155	7.72370487771212	7.76042125559671	8.9977295290217	7.83857374729319	8.06320105034643	8.04330169236978	8.15094980093675	7.5417802270044	8.06958386228317
"H041_1067"	11.158516567638	10.8110744721177	10.8902152335215	10.802732252604	10.3195289178161	10.0462567506289	10.4022378982023	9.94986621986891	10.4454339434862	10.4465580074264	10.0609595803305	10.1433484855218	10.7396938361461
"H041_1068"	12.169035990167	12.5469185126678	12.6743978942828	12.3689357290054	11.8446696157057	12.2661466269735	12.4301079891616	12.5332575038752	12.5214817735192	13.1553418762458	12.6507796378744	12.6090293919491	12.6323844257102
"H041_1069"	15.2632486301163	15.5422769744725	15.4036477280711	15.2239730274393	13.6857828021907	14.3782892975386	14.1170793810257	14.6741817946032	14.4562813981038	14.8963609403071	15.016126458752	15.1289361572	14.6425014519349
"H041_107"	7.60204740130692	8.4157852493429	8.05025205222791	8.38848870180933	9.05887069846117	8.49652655454169	8.55384157344307	9.06513219935375	8.51485577798596	8.65071300872379	9.23080248974205	9.69480660713679	8.87732858401552
"H041_1070"	14.8696984871049	14.3223314473336	14.4936182539614	14.7190135139927	12.77695019083	13.5812953912825	13.7758863613201	13.9820091490994	13.4318671465148	14.3278502591023	14.3539867659199	14.5934405433998	14.4914859271056
"H041_1071"	10.7301740261122	10.6765429286587	10.6741409961292	11.4838015616937	10.4209127991062	10.5845648271226	11.1586900461692	10.5972782383256	10.4402301178279	12.0545300217373	11.9679146630868	12.0567567234694	12.3789658130872
"H041_1072"	8.81881367818718	8.2163640350916	8.08209914555127	8.12586437139663	7.04048736138915	7.43338527813265	7.46986054270903	7.20018002190536	7.08055727626858	9.79468234762965	8.92071589551104	8.63170710938	8.96798320288283
"H041_1073"	7.2430804860442	7.94893090058941	7.51819341740137	7.52350364400837	7.64826648159327	7.80057871644308	7.62288250302404	7.7601215804157	7.89724898898727	7.39488680657388	7.41029336631903	7.38269644882507	7.0891294808968
"H041_1074"	10.8975647116118	11.4308503060901	11.3481142459981	11.3965106986207	10.8324404031411	11.0837510761781	10.9250673773282	10.9347806551706	11.1763870638448	10.8873171625265	11.2317897063064	11.1117044212441	10.9695404399438
"H041_1075"	9.12270950563256	9.58994564680733	9.44972983726585	9.70855194994597	9.06672381170742	9.25817349596335	9.13250225718779	9.53775117166129	9.42277515383443	9.11016941444847	9.53805469812025	9.69313521314484	9.13375978522629
"H041_1076"	8.51736227358275	8.38515688824885	8.27797753351511	8.64124828343506	8.46626120467442	8.42168488478995	8.24439959802812	8.08627046108125	8.46431860096557	8.28230836109139	8.45377334638206	8.67985878508473	8.51766711257934
"H041_1077"	7.37324128512886	7.70497717936363	7.59425261185255	7.39998686752574	8.68641942131979	8.57534199708383	8.44021562005839	8.30224534298322	8.51485577798596	8.57119980124891	8.65172626063437	8.59987664414097	8.43093818362892
"H041_1078"	12.5239109195071	12.9012796782952	12.2741375407822	12.754602883933	11.8706574474553	12.9017791359804	12.5922641793557	13.0992915647528	12.9062317842528	12.6502738645952	13.1894825549718	13.2405742722643	12.6946566287436
"H041_1079"	9.38142652724891	9.6474342600753	9.43344819647965	9.38635012938129	9.92423637507369	9.37490323660712	9.59154638350934	9.70001555376462	9.85515255602674	9.43112209586558	9.22726720098857	9.50206373301184	9.74875568415493
"H041_108"	8.8343782014388	9.69680943785998	8.97637324816245	9.84927748715997	10.0783329135755	9.59656827550457	9.44534281631337	9.56713564451528	9.39612801812866	9.80858538340337	10.2745201690141	10.2483400033385	10.208418656732
"H041_1080"	7.71661640827219	7.29383954608794	7.69886918402294	7.70888006995856	7.53842974695223	7.73300265466194	8.05477626758689	7.13298183699413	7.37564237309433	7.91982644320202	7.45999642016286	7.13438024869075	7.60711947648679
"H041_1081"	8.30438241468331	7.19139779350844	7.83842635200573	7.24122530927101	8.20124173223869	7.90854595169599	7.98293413549114	7.87284786000624	7.47195539299367	8.01944876738084	7.69549738767731	7.44851126682725	7.79863017576938
"H041_1082"	7.6248142079962	6.8329154501672	6.74314308180258	6.48811732822293	7.92854188327907	7.67651757888383	7.72416118035333	7.30540787453839	7.22362900004451	6.95880669687392	7.42288545975849	7.33121879490006	6.95015958168689
"H041_1083"	6.5564254595889	6.7829672267177	7.70800643078592	6.62434435068478	6.99620055200198	7.37212702427079	7.73343875810557	6.8254768888885	6.68586642930713	7.05774687635227	7.03508078894088	6.79297687509722	6.17846583444007
"H041_1084"	10.4043166057837	10.0209183111088	10.1463799299555	10.1651220688861	10.1465336541824	10.2777310866506	10.0691152206564	10.6334241871969	9.84730855223499	10.2719653559401	10.2097743371077	10.380864553154	10.1593223922814
"H041_1085"	8.5076758927482	9.11198583449036	9.33315541725091	8.68290356460632	8.73983835202785	9.06177897424	9.23320652704009	9.02935615474997	8.98130521420816	8.63515905269279	8.94245311508582	9.13420517622014	8.61075703733572
"H041_1086"	8.14766741053549	7.9247105091451	8.57449771201435	7.61923601607579	6.49814440497262	6.92158212231732	7.24015083938231	5.98674308175245	6.20250603486024	7.31795845284356	6.80043481897753	6.43912008429978	7.18484831143916
"H041_1087"	12.4464359854977	10.8814773036857	11.3582037191384	11.1651378066095	11.0913964451944	12.0264481653156	11.6161830170021	11.6244343318503	10.9589573641653	11.5335136486618	12.1093827207151	11.9034017159484	11.3554480201817
"H041_1088"	13.2331930286383	12.8336856959791	12.8604297370762	13.0153951267682	12.0775509253729	12.3708956567054	12.0313916104701	12.6889929843906	12.2045733289423	12.5431905930699	12.7318225589529	12.7843909383423	12.4938252150333
"H041_1089"	9.62878547880819	10.8116209549389	10.825712963588	10.7628710317089	7.7567081959861	8.45959444277813	8.66153449678691	8.21973213675793	8.40122211069165	8.57119980124891	9.15467390686661	9.12926562002577	8.57655260511925
"H041_109"	7.8990454562695	7.76774098508506	8.02498037354728	7.67771811403146	9.15776178951708	9.20721409275058	9.08118006419851	8.84951322834156	8.8886789349103	9.31898195943791	8.42930560520212	8.19319634017113	8.86794049915243
"H041_1090"	6.8550909860146	7.30652438233916	7.29255539114144	7.28359281156786	6.09779562685624	6.21865802161121	6.54408116603648	5.83799580758157	6.66739148129507	6.02948331151359	6.63265946525167	6.17653353575272	6.52333725896499
"H041_1091"	9.4711739690766	9.6276973514704	9.52720844394697	9.07236530623801	10.0757439348762	10.3079617635438	10.2758654606105	10.1180754566719	9.91641352458737	10.5159683126688	10.1826746600766	10.2641811852485	9.99683273484345
"H041_1092"	14.641532096838	14.3525911364464	13.9647403997501	14.207200630483	7.73699871154944	7.74677834713425	7.24015083938231	9.18648283649312	10.1685408487217	7.84024198166561	11.0154518334153	12.0371393099577	7.91328012899544
"H041_1093"	10.3932146052847	11.5057002084584	10.2978733938576	10.9795645360403	7.86349467306674	7.9974408981469	7.68164195351871	8.02675142535119	8.31822742160978	7.50288651433877	8.42930560520212	9.0452144316004	8.00222505543895
"H041_1094"	8.12244389950702	7.85375525976404	8.17686117603552	6.81885388054722	6.79002780102271	6.97030057636159	7.75637002603487	6.55550017517743	6.98110175011471	7.53711505220058	7.77579720183537	7.35719486300437	7.24516763991042
"H041_1095"	12.703127027769	13.0205773621754	12.6445305230196	13.4457850430508	13.9406395665549	14.336679548429	13.933221111203	14.1785976551415	14.2862096314638	13.9048262084058	14.1816888964498	14.2118655655013	13.852993741171
"H041_1096"	9.97477717591387	10.5499401684491	10.4018849299846	10.4500131660242	9.90540366631607	9.9813543432323	10.2024886728372	9.88135732613174	10.4192249679839	9.86954076605682	10.1192948765318	10.1640026516462	9.88511198796478
"H041_1097"	12.0972237535471	12.0640442330696	11.8461607880636	11.9791973201559	12.0079878962054	11.8993694425318	12.0953614892329	11.8638127949334	12.1747325288001	12.1339342051236	11.9763532434901	11.9690615868827	12.203850728532
"H041_1098"	11.4214779788848	11.9339483875569	11.7132296524992	11.9797721662674	10.9919477301681	10.9172747276545	11.0191628950299	11.0402548086328	11.270270672272	11.1168626734559	11.4550186248838	11.4302015722536	11.1132723372017
"H041_1099"	8.72588865696972	8.6520464953802	9.04946968555065	8.08345461589419	9.66128900069293	10.1880494746056	10.2376269786417	10.1627382715194	10.2570341327463	9.30923042044895	9.97300113805148	10.0127945905566	9.72817863930301
"H041_11"	8.46074968255487	8.94643150673801	8.66577323460276	8.27642291351001	9.33072457288053	9.69315493949442	9.5595973212154	10.1066901600692	9.71777795002329	8.90521977564806	9.55506841730245	9.78386987949629	8.89592273076422
"H041_110"	8.90240439734129	8.76722449808545	9.65789629983202	8.35506928534787	9.34370387045713	9.7753711639613	9.77077000887173	9.58571397382147	9.0683234156125	9.50130674510439	9.72253899148124	9.52103387478966	9.11801595268723
"H041_1100"	12.7957860812457	11.5331284196577	12.5170180625758	11.2588245084277	13.1715693884891	13.2019193128101	13.2683828509828	13.620826059215	13.1363734535987	13.1492121454271	12.8061891310639	13.0452449833065	13.1137042810609
"H041_1101"	14.4896196407645	13.0883787043074	14.0360525728352	12.8107662894885	14.9004701680293	14.7032612539048	14.9441396563164	14.6047090624789	14.6977673569483	14.6838214941779	13.8268208229091	13.6685013744431	14.6306043330581
"H041_1102"	9.69519390696676	9.376635846433	9.51307583113822	9.41811312721055	8.97788669133334	9.12067959868477	8.78845732771032	8.68283640041334	8.72681107681312	9.21835968915376	9.34936571539326	9.23189948778317	8.58804496104444
"H041_1103"	9.41928856176997	9.61897669425098	9.71624724303004	9.31061273217522	8.72003847010062	9.24379685054183	9.17025045559051	8.84951322834156	9.02373154209351	8.41591850013216	9.26568581381859	8.99991927652902	8.37891397068861
"H041_1104"	9.18165522248617	9.81277059259593	9.51823102173263	8.99359389683896	9.04568612861017	10.2765556148083	10.497001646058	10.1123940475698	10.2892290840878	9.27957307215147	10.1287919929775	10.0524351618234	8.77052272216091
