"D55_130_T1_20181106"	"D55_130_T1_20180201"	"D60_130_T1_20181113"	"D60_130_T1_20180208"	"D6_130_T1_20181108"	"D6_130_T1_20180131"	"D55_PMN_130_T0_20180201"	"D55_PMN_130_T0_20181106"	"D60_PMN_130_T0_20180208"	"D60_PMN_130_T0_20181113"	"D6_PMN_130_T0_20180131"	"D6_PMN_130_T0_20181108"	"D55_PMN_130_T1_20180201"	"D55_PMN_130_T1_20181106"	"D60_PMN_130_T1_20180208"	"D6_PMN_130_T1_20180131"	"D6_PMN_130_T1_20181108"	"D55_3X130_T1_20190129"	"D55_3X130_T1_20180201"	"D60_3X130_T1_20190305"	"D60_3X130_T1_20180208"	"D6_3X130_T1_20180802"	"D55_PMN_3X130_T0_20180201"	"D55_PMN_3X130_T0_20190129"	"D60_PMN_3X130_T0_20180208"	"D60_PMN_3X130_T0_20190305"	"D6_PMN_3X130_T0_20180802"	"D6_PMN_3X130_T0_20190307"	"D55_PMN_3X130_T1_20190129"	"D60_PMN_3X130_T1_20180208"	"D60_PMN_3X130_T1_20190305"	"D6_PMN_3X130_T1_20180802"	"D6_PMN_3X130_T1_20190307"
"Opaless3X_1018"	14.6506072042602	14.7028735217042	14.7193578663195	13.8288270904861	14.4093048739733	14.99599398902	11.3860815433293	12.0690100737181	11.6223026269253	13.0951007873567	11.3209727972239	11.9521344186093	13.1205200698234	13.9263862958311	12.9387050213185	13.3877086884404	14.2621377281528	14.4877327643701	15.5334352137438	14.7510935977319	14.3406823643648	14.7941811654728	11.821502731422	11.8966181459956	12.0781786290462	12.7403719357298	11.9129662113871	12.3536850867861	14.2665853272588	13.3441895573385	14.2795878439037	13.9496592535995	13.9570173532439
"Opaless3X_1019"	11.2652965926227	11.3184391789165	11.1745886230877	11.2007742600049	11.2539548908028	11.2734506970361	10.8792637915001	11.3270431611998	11.0739020556815	11.1870398455941	11.1788629512444	11.0661625245486	11.2028698689907	10.8296248206929	10.9050735792587	11.2309329848531	10.9931708799775	11.1882508304068	11.3249464646807	11.3564687394978	11.1609102896502	11.2439550735461	10.7788041629719	10.7256287656552	11.3452770120147	11.171702520458	11.281434112515	11.3318950398909	10.8604865483055	11.1321636955612	11.1158622714916	11.234830151075	11.3685733709866
"Opaless3X_102"	7.16401171240114	7.68373886623579	7.85625101575845	7.62249837736935	6.94641069805875	7.76220251904614	7.91736679709497	6.73409933977162	8.243599937468	7.94045291386769	7.68349789870778	8.11897184281961	7.83202815238583	8.0619762205225	7.84819312981168	7.97919885967061	8.04473369449897	7.71170260173582	7.59561479470335	7.29494715336066	7.84633715329248	7.83301141155945	7.32614294844288	7.9324243240952	7.58704328119592	8.05313960050098	8.02885874916818	7.85095058578997	8.148799722726	6.87466655423347	8.1326670839356	7.7126551659914	8.17080240444122
"Opaless3X_1020"	12.9415961550213	12.6702237561318	12.6895812052263	12.3806138630174	13.1528112132033	12.8723668760352	11.7805439498178	12.3293434057852	11.634644320606	12.3541999730429	12.0768788896058	12.2361076559914	12.3816882827718	12.2869936733997	12.0217319345017	12.1838517849432	12.5554962460095	13.1258273592557	12.912583756891	12.6231041022936	12.7307475775639	12.7691172490114	11.7910888191847	11.303771046195	11.9797534083151	11.6723514940166	12.2676710469626	11.5215006978821	12.5469269038821	12.2108657621589	12.536431983902	12.760002639987	12.3937803809727
"Opaless3X_1021"	9.08508598605658	10.0112240364366	9.41856319735652	9.97221654999404	8.60625092962844	10.0853524948706	8.70006729649652	8.2382628392593	9.16647879588654	9.47774164321942	8.30620228731418	9.09060373516581	8.89207914271578	9.34894433898263	9.09525604634709	9.15682998903799	9.1361902370358	9.58787488347749	9.97373852282749	8.88142254260621	9.86861291377279	10.2464986166128	9.20950593482485	8.9104962547188	9.0809327317684	9.61047830113086	9.71892943336841	9.36655684669507	9.2864249958462	9.34539849653745	9.09814554439567	9.50861700775567	8.91479545867135
"Opaless3X_1022"	10.0551297178475	9.83113099684414	10.2058840495264	10.3685117631831	10.6735015589235	9.74291463582704	10.1795220736783	11.0687292926539	10.3061928651021	11.1300481843568	10.1567602470946	10.2362363822699	10.1761402965984	10.4319590505112	10.7593080123117	10.3026532218302	9.93838710391454	9.88607734808991	9.57094099511317	9.78633586034134	9.94323579232413	9.90109443120596	10.3127894577218	10.4650292404214	10.1249403790148	10.252696255559	10.5431149335422	10.255910446458	10.1570926700944	10.615826099789	9.75199586862758	10.642002478061	9.69642505998313
"Opaless3X_1023"	10.6836347986333	10.8470087047412	10.484325072321	11.0399833429884	10.7302715805904	10.7299577748935	10.0272284376272	10.6801181068216	10.4501229154722	11.3496877121764	9.82199171882585	10.647178938905	10.3658944251049	10.8562597785815	10.9278578704648	10.6646236830109	10.4267624524386	10.6955887445822	10.7814977040585	10.127653616241	11.0195993904842	11.0130329109914	11.0123657733751	10.824347932078	10.2589691752015	10.7528018908717	10.7905074378452	9.86343752070625	10.5955545399174	10.8110866730304	10.4645755004249	10.9341899353849	9.88842969016792
"Opaless3X_1024"	11.8285701284551	11.8808973309612	11.9315609468797	11.8719647855617	11.8504343625898	11.5894074777218	12.3995868534559	12.2463560699488	12.0451813498744	12.4560946269951	12.1195804293582	12.3506114327113	12.2707849454335	12.0640138597973	12.1224595415688	12.3765714232838	12.1112193969839	11.8731668991834	11.711262363558	11.7335069818537	11.9195502066715	11.6983432149466	12.4444821572336	12.4317037498101	12.3340089423163	12.4185482398318	12.3662826456047	12.3329613530389	12.3699003534478	12.2728610483093	12.483366111364	12.3643972600759	12.3726406521766
"Opaless3X_1025"	12.4869664427059	13.0728489848497	12.6148494609085	12.3372792133748	12.1480345504739	13.0428293257406	11.6262442104854	11.2710060610745	11.644914619346	11.7273849569982	11.4999661074682	11.7828996252892	12.0493948205426	11.7689555698	11.3730879893805	12.0283491114484	11.9572159906108	12.4200133270402	13.106826020075	12.5156424272316	12.6762405496236	12.9212577946996	11.3715231961463	11.490477866287	11.8109378677302	11.7034422629392	11.9129662113871	11.8859110508207	11.9205707950039	11.4524987722464	12.0439870663427	12.1351874760625	12.3058813382895
"Opaless3X_1026"	10.7925146056672	10.5532710118651	10.8761484781341	10.1689780933974	10.2124029012527	10.4461088491783	9.67717990726433	8.77271946006146	9.98767372415212	10.1365702011522	9.08321681951956	10.3339084565358	10.0405490208375	10.2898329107313	9.61577824149365	9.90636732848198	9.85436568742833	10.8973579741627	11.0012122405426	11.264769390506	10.9307296734966	10.835410276116	10.1750720775137	10.067011621722	9.72769361578102	10.5914521663381	9.37861567672254	9.9312187104326	10.3179010343649	9.66454970776289	10.1123112008381	9.65372554591052	9.8978600079019
"Opaless3X_1027"	11.6542518107704	11.6110962794266	11.8466915705682	11.5813722850834	11.8994564359312	11.0508427334531	10.7119855860488	11.0118413118615	11.3874799838586	11.1284761788138	10.7580548596024	11.090727677027	10.9360702336346	11.3046650263828	11.3619773606861	11.4090857482052	11.6839526692129	12.1309314597733	11.5779683398351	10.962856025678	11.6991321169592	12.1464206103129	11.2445886825773	11.6827452212351	10.4665016586166	11.020419447783	11.424697554022	10.9177436902746	11.9411919815552	11.5150579907659	10.8222798825266	11.6359169178453	10.2274718701082
"Opaless3X_1028"	15.069588219575	15.1269878631246	15.1179950194172	14.7338201431706	14.8034477847105	15.3147446267241	14.101837800018	13.9379251958558	14.3779294722551	14.5552767561254	13.917551042166	14.8265297356511	14.5016127092103	14.3316554155639	14.1945629625854	14.5007469679163	14.3884023930966	15.3567490664991	15.2200449055963	15.3343035248501	15.170470863149	15.1348875966618	13.9393294053282	14.350590890015	14.7353827247971	14.6957636525331	14.636134633962	14.555138101275	14.5784859537506	14.3406362712294	14.7709074064189	14.6044487161053	14.7499130073341
"Opaless3X_1029"	13.4436219850264	12.9152534008778	13.2201133370979	12.7095712649508	13.7464371050667	13.0413858492582	12.1915886521158	12.6279258367881	12.1949043109255	12.4778613223758	12.1702813007903	12.8538246604614	12.8151998426185	12.4425950278321	12.3346577022713	12.2475609393795	12.5869351673527	13.8538206513305	13.2058438052007	13.6359087512218	13.2807646371294	13.4029744976589	11.9084471122146	12.8148632027165	12.8307609072775	12.5940311929617	12.3242336602666	12.4476084358946	12.8591831201822	12.4902043321932	12.7553262957988	12.5845315942695	12.9444648622311
"Opaless3X_103"	8.21437486645465	8.68918747368492	8.74844664992134	8.06498675301571	7.94182896690489	9.06996409932459	8.65547749753036	7.87537754143859	8.48526290632829	8.55317539887311	8.66175678574244	8.85743902357124	8.38278207341062	9.21703154891625	7.89038701713046	8.7848012353087	8.60404077254389	8.57585115755223	8.69176162840769	8.76916143454	8.68021443544016	8.73606322585204	8.57698879998308	8.26879631239794	8.43964288654948	9.03058145372237	8.99359638298797	9.53584393503477	8.09754708996173	7.17297765111704	9.68163948542454	8.49305693760606	9.77836597371995
"Opaless3X_1030"	13.0142370216051	12.6392856109778	12.7867186440579	12.7155214373757	12.8035137455571	12.9396779353867	12.1475777116288	12.0922240214846	12.4814298705392	12.5831732747885	11.9944292919142	12.9109266000984	12.5646553767722	12.3060936010757	12.4024974567236	12.2731060553031	12.3809126449852	13.4881436803135	12.9534259798862	13.2531347848455	13.2150359365688	13.2396765205948	12.5620213490229	13.0163764959497	12.6888555477185	12.7040645917327	12.6303821399015	12.6660466986943	12.9606974020956	12.6380696682152	12.7720169657585	12.6393001804332	12.7925651873941
"Opaless3X_1031"	13.2038411948544	12.6960051293057	12.7548862469827	12.3743590559003	13.4481264574552	12.8753068462494	12.2811530414925	12.4638002139255	12.1595250391502	12.3004202441139	12.4098412208346	12.8265554247902	12.8576543771082	12.6405281004144	12.401593499902	12.528926059801	12.6033429291246	13.3245714412827	12.9304766454502	13.018211664675	12.8627458749235	12.9187455732952	12.2314836532222	12.948698196516	12.5701247586074	12.3402508655178	12.3284941415664	12.3402485714358	12.7876429230191	12.4800807232039	12.6448832435445	12.480604609194	12.8740993653893
"Opaless3X_1032"	15.8355130948867	15.5759512322294	15.3225127496028	15.1479533975917	15.8606173957322	15.6295773111973	15.2943407859655	15.501822031422	15.3474594101438	15.5464829436673	15.1182285659275	15.8069822870454	15.5501243372488	15.6323271460587	15.5826279690235	15.6047379259364	15.5152799862	15.9812947740176	15.6271356096358	15.3635053035173	15.738811383055	15.7409533500734	15.4019080802828	15.6654853993934	15.4474543977445	15.3800991062669	15.462029142756	15.0368830366546	15.5330694385821	15.6404089385208	15.2523884476212	15.5541141085018	15.2616304926119
"Opaless3X_1033"	9.59061447453883	9.47282210578854	9.39051372193324	9.19963987189009	9.39270196341467	9.69043105014063	10.1982510558163	9.43010909578613	9.50021004857034	9.90268436462851	9.64345664101665	10.0033280383563	9.30315487432953	9.44991349539817	9.60324314800564	9.56784544803793	9.12222409969578	9.55704610122992	9.42921586475277	9.80184887697587	9.31337256906259	9.10761163351426	9.99221482544621	10.082295072448	9.66259484748437	10.1417027114999	9.79483531108171	10.3049882159322	9.31275848467167	9.57136355376219	9.25183659264012	9.45076460747393	9.30935559469481
"Opaless3X_1034"	11.6396195239046	11.0183902669445	11.0644530139026	10.8453079373274	11.9322976519054	11.0012120608031	11.3168501712482	11.2447967607231	10.9802908412597	11.1945715621123	11.2839051656993	11.3364804287315	11.2310265821949	10.8989767918973	11.1371303153542	10.9922739755135	10.7642235256634	11.4595143072889	10.7755521471692	11.0970135151236	10.953029021094	10.5975145919201	11.3213249587361	11.561246191834	10.9882625380985	11.3091608456117	10.9641305222611	11.2182071027731	10.7187184744538	11.400234766163	10.6187445038113	11.0223110151848	10.7300277767964
"Opaless3X_1035"	10.9744144658728	11.0507248893818	10.9318429721597	10.8561227484438	10.6254747265855	11.1876360608099	11.5630412024717	10.9220675621102	11.0269498523112	11.1779495655725	11.1511679236967	11.4413261818741	11.3479185820346	11.0833960390829	11.2008754007464	11.314728921373	11.2064911645242	10.7130420008337	10.9543033548658	11.1114438323964	10.7628350401582	10.4551041140024	11.3715231961463	11.5621545964778	11.2262377459719	11.3622553476909	11.2994887156722	11.6443369901677	10.8731686862647	11.3382288705157	11.1642700605796	11.1507498412591	11.1766928786226
"Opaless3X_1036"	8.47012152307432	7.71669330491342	8.46504817833021	8.46012757833928	8.54073945016871	7.88094748777722	8.85264649502199	9.07651007801754	8.59724772645763	8.18529677825286	8.81900912678458	8.14140428959777	8.71691905529178	8.00150063404404	8.98996331575522	8.07587952492645	7.73868349762556	8.87768355740904	7.80161617093451	8.57124293062401	8.14622182372809	7.47361867626479	8.57061672047125	9.19487777278069	8.36522151354489	8.49654111432439	8.00046555144368	7.90479936406005	8.66445455688527	8.92953377644156	7.95019337260023	8.37323806682511	8.03988593462027
"Opaless3X_1037"	10.318361235015	9.87875802143379	10.0284205978329	9.77197271400463	10.1203667110082	10.0860530131753	9.65775764792105	9.91119226568182	9.29659510069106	9.31573939720206	9.74581715076752	9.80093816659173	10.1349973619791	9.56518734376252	9.77884203701762	9.47796169418	9.6385054505807	10.0598759676065	9.90937545122349	10.2996971070734	9.72452577349874	9.89249078140857	9.20950593482485	10.404513601752	8.9600057070614	9.22404488032982	9.44506117409863	9.3335188267873	9.7332574673458	10.0499426059904	9.68440999141939	9.94549386428117	9.57467803254969
