ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Opaless3X_10	101.547697126362	-0.942479610940503	0.227035149722413	-4.15124976063326	3.30664673897073e-05	0.000285021644124101
Opaless3X_100	770.570784087481	0.387237794948414	0.221636360537134	1.7471762936819	0.080606762537471	0.171703477073124
Opaless3X_1000	846.928190917819	-0.771027999354804	0.209373944538771	-3.68254035168177	0.000230921301958016	0.00147862941602958
Opaless3X_1001	187.850751974515	0.671846278558097	0.223093696784094	3.011498254961	0.00259961896938727	0.0108335360769713
Opaless3X_1002	181.543524959611	-0.120090521772712	0.322211365628164	-0.372707280323868	0.709366317355603	0.80291350286546
Opaless3X_1003	57.467078108329	-0.821948000593164	0.405799594738428	-2.0255022707033	0.0428158155369985	0.106948691164839
Opaless3X_1004	283.007746071347	-0.706017352116175	0.37164626158542	-1.89970255345594	0.0574721650583007	0.133858379818236
Opaless3X_1005	833.131777904131	0.189502082100974	0.130096057308744	1.45663201499833	0.145217985386609	0.267737364282258
Opaless3X_1006	212.462267968324	-1.51613008015397	0.25133993366704	-6.03218938603862	1.61753050121229e-09	5.1786651126114e-08
Opaless3X_1008	265.912148945849	-0.479142538188996	0.18484611577958	-2.59211580491282	0.00953876567389698	0.0323356140575634
Opaless3X_1009	338.365749084124	0.066552734866256	0.316449536547211	0.21031073577296	0.83342515672881	0.89606532042751
Opaless3X_101	142.61296267512	-0.272018818647871	0.352753828590126	-0.771129316257364	0.440630285448889	0.586634512046474
Opaless3X_1010	1409.33196418277	-0.44151640265568	0.178015436900036	-2.4802141339215	0.0131303502543015	0.0422391012167881
Opaless3X_1011	2303.45242282672	0.0124952742066562	0.108768514561203	0.114879515060631	0.90854062219584	0.946064241078477
Opaless3X_1012	12027.7264090004	-0.796265009685823	0.250670084459587	-3.17654582277925	0.00149040242244255	0.00685254480616226
Opaless3X_1013	2918.25698075044	0.190563489469947	0.429210626290805	0.443985954208026	0.657052738916025	0.761215034114659
Opaless3X_1014	3495.20141849934	-0.00797988728255073	0.150653591096479	-0.0529684504994004	0.957757045265048	0.974670010241978
Opaless3X_1015	271.582191346602	0.288791444869451	0.194996823423712	1.48100589434696	0.138605002796094	0.259337931947793
Opaless3X_1016	21.1228926157757	0.509734428998673	0.396269798536098	1.28633176407018	0.198327301411202	0.336722362749491
Opaless3X_1017	415.69544585042	1.21442814731976	0.271762301580495	4.46871453566949	7.86910638758413e-06	8.62608020856369e-05
Opaless3X_1018	14896.5764783543	-0.981398691508512	0.293430720287037	-3.34456695791257	0.000824111342285891	0.00443262020637504
Opaless3X_1019	2247.88464926961	-0.21433358245557	0.114720235520159	-1.86831539774783	0.0617181216330397	0.139871293633529
Opaless3X_102	180.71497675458	0.512489989899088	0.271116035204443	1.89029759716215	0.0587181699789904	0.134727775408594
Opaless3X_1020	5451.02473685351	-0.53064211533102	0.161381691027245	-3.28811844734875	0.00100859395690541	0.00506053236586618
Opaless3X_1021	617.207889145281	-0.512213780965787	0.26684208922916	-1.91953893947332	0.0549161631853651	0.128947498422446
Opaless3X_1022	1197.74932728902	0.184570170921491	0.21643210771563	0.852785535702483	0.393778246549752	0.542891813595932
Opaless3X_1023	1582.62000192648	-0.0870388654041222	0.235671015770752	-0.369323589154421	0.711886544880625	0.803741285285147
Opaless3X_1024	4547.54683572893	0.37203049685253	0.0865502155330717	4.29843524433944	1.72008138516243e-05	0.000168417677372458
Opaless3X_1025	4532.7940685737	-0.83984768529383	0.171511638490652	-4.89673874428996	9.74402461067781e-07	1.46669385371173e-05
Opaless3X_1026	1185.40943222393	-0.569251328748285	0.231421640116954	-2.45980163506144	0.0139013826644349	0.0440866176637817
Opaless3X_1027	2657.12207185685	-0.293354479914314	0.250546021833199	-1.17086065772625	0.241654791228831	0.387454462566417
Opaless3X_1028	27005.2999607745	-0.649358774485604	0.154218715845378	-4.21063533648316	2.54653515614947e-05	0.000232414543436809
Opaless3X_1029	7435.3934575802	-0.734960555260421	0.188572950039595	-3.89748664962869	9.71961786932859e-05	0.000731510046359544
Opaless3X_103	376.525773103272	0.135260975816427	0.336556772210555	0.40189646141426	0.687760227063138	0.788188851128608
Opaless3X_1030	6819.41642701599	-0.436548669666733	0.141035857027546	-3.09530270434326	0.00196612128196256	0.00869663733710192
Opaless3X_1031	6610.88796874191	-0.344988051013504	0.154539992127172	-2.23235452690855	0.0255915407105041	0.0709040351828116
Opaless3X_1032	47276.2318680331	-0.0150680498193655	0.137648498963376	-0.109467592693289	0.912831624551174	0.949070595120134
Opaless3X_1033	748.91227527632	-0.0496364524168783	0.16135151219556	-0.307629297931329	0.758364424097457	0.841661772065639
Opaless3X_1034	2216.1152357009	-0.307427194641703	0.188845261445472	-1.62793173780784	0.103539360846255	0.207799891370046
Opaless3X_1035	2233.65679262712	0.28852289612038	0.136620410371241	2.11185792325152	0.0346986373234567	0.0903060019114996
Opaless3X_1036	303.957742941242	0.0759369169468519	0.27229212905374	0.278880323168889	0.780336669535194	0.858162052771746
Opaless3X_1037	847.42208571678	-0.347177450822542	0.19319704633251	-1.79701220806977	0.072333681694473	0.158929233091233
Opaless3X_1038	1268.06674601025	-0.190713135455752	0.199808278703042	-0.954480648618131	0.339840400138448	0.493135314445503
Opaless3X_1039	1350.24491680206	0.242281021091499	0.184138232856504	1.31575619757525	0.188255885378538	0.325095993842904
Opaless3X_104	327.575828601561	-0.482985417747859	0.316130470751228	-1.52780406330377	0.126561193121666	0.242195376211006
Opaless3X_1040	863.110831089569	0.32253884022059	0.205082170282386	1.57272979789746	0.115781397031639	0.226289804082186
